event_key,event_date,publish_date,title,content,ent_info
2019 Peru earthquake,5/26/2019,,Peru Earthquake Death Toll Rises to 2,"The death toll from the powerful earthquake that hit a remote part of the Amazon jungle in Peru and Ecuador has risen to two . 
More than 30 people have also been injured in Sunday 's magnitude - 8.0 earthquake that was centered about 92 kilometers from the town of Yurimaguas , in northern Peru. Peruvian Civil Defense Coordinator 
N television , one of the victims was "" a 15 - year - old who was hit on the head "" by falling rubble at his home . 
The other was a 48 - year - old man killed by falling debris while he slept at his house in Cajamarca in northern Peru . 
The quake struck at 0741 UTC . 
The quake was the most powerful to hit the earthquake - prone country in 12 years . 
Media reports said 15 people had been hurt in Ecuador , where power - cuts were reported in parts of its Amazon basin region . ","Amazon|14;21|0;6|LOC|None
Peru|17;24|0;3|LOC|loc
Ecuador|19;9|0;6|LOC|None
two|23|0|NUM|injure
More than 30 people|0 1 2 3|1|NUM|injure
Sunday|9|1|TIME|None
about 92 kilometers|18 19 20|1|NUM|None
Yurimaguas|25|1|LOC|None
Peru.|29|1|LOC|None
one|3|2|NUM|None
15 - year -|10 11 12 13|2|TIME|None
48 - year -|4 5 6 7|3|TIME|None
Cajamarca|21|3|LOC|None
0741|4|4|TIME|None
12|14|5|TIME|None
15 people|3 4|6|NUM|injure
"
2019 Peru earthquake,5/26/2019,5/28/2019,Deep earthquake in Peru is felt along the length of South America: More to follow?,"Spanish Tiegan Hobbs , Ph.D. , Postdoctoral Seismic Risk Scientist ( @THobbsGeo ) A magnitude - 8.0 quake shook deep below the Amazon Rainforest in Peru , causing extensive liquefaction and shaking from Colombia to Chile . 
Citation : Tiegan Hobbs ( 2019 ) , Deep earthquake in Peru is felt along the length of South America : More to follow ? , Temblor , http://doi.org/10.32858/temblor.024 A powerful M w 8.0 earthquake shook Peru at 2:41 a.m. local time on Sunday , May 26 , 2019 , from an epicenter within the Reserva Nacional Pacaya - Samiria of the Amazon Rainforest . 
Although it was felt from Colombia to Chile , this deep event ( about 110 kilometers ) did not generate a tsunami and only two casualties have been reported ( AP ) . 
At least 26 people are injured in Peru and Ecuador . 
Casualties were limited due to the remote location of the epicenter and the depth of the quake . Damage and liquefaction expected in the Amazon The United States Geological Survey ( USGS ) now routinely produces maps of probable landslide and liquefaction . 
According to the shaking and topography of the area , this event is predicted to cause widespread and / or severe liquefaction affecting approximately 74,000 people . 
It is not predicted to cause an extensive landslide , though aerial surveys showed at least one landslide in the jungle . ","magnitude - 8.0|14 15 16|0|MAG|mag
the Amazon|21 22;61 62|0;1|LOC|None
Peru|25;11;36;7|0;1;1;3|LOC|loc
Colombia|33;5|0;2|LOC|None
Chile|35;7|0;2|LOC|None
2019|5|1|TIME|None
South|18|1|LOC|None
2:41|38|1|TIME|None
Sunday , May 26 ,|43 44 45 46 47|1|TIME|None
about 110 kilometers )|13 14 15 16|2|NUM|None
only two casualties|23 24 25|2|NUM|death
At least 26 people|0 1 2 3|3|NUM|injure
Ecuador|9|3|LOC|None
approximately 74,000 people|23 24 25|5|NUM|None
at least one landslide|14 15 16 17|6|NUM|None
"
2019 Peru earthquake,5/26/2019,,"Peru earthquake: Number of affected houses rises to 833, 404 uninhabitable - Peru","The number of homes affected by the magnitude 8.0 earthquake that struck Loreto region increased to 833 and that of uninhabitable houses to 404 , leaving families affected and homeless , respectively , the National Emergency Operations Center ( COEN ) reported . 
Likewise , the number of damaged and uninhabitable educational institutions rose to 111 and 7 , respectively . 
Additionally , the number of affected public premises increased to 26 ( including temples ) and the number of health care centers to 38 . 
So far , two vehicle bridges have collapsed and two other have been affected just like the water reservoir . 
The death toll remains unchanged at two , with 15 injured . 
Humanitarian aid On the other hand , COEN said the National Civil Defense Institute ( Indeci ) mobilized humanitarian assistance from Lima to Tarapoto ( San Martin region ) this morning in order to meet the basic needs of the affected population . 
Carried by an Air Force aircraft , 2,000 personal care kits , 500 bed sheets , and 94 mattresses were flown to the aforementioned city , where they will be handed over to the competent regional and local authorities . ","magnitude 8.0|7 8|0|MAG|mag
Loreto|12|0|LOC|None
833|16|0|NUM|None
404|23|0|NUM|None
111|12|1|NUM|None
7|14|1|NUM|None
26|10|2|NUM|injure
38|23|2|NUM|None
two vehicle bridges|3 4 5|3|NUM|None
two other|9 10|3|NUM|None
two|6|4|NUM|None
15|9|4|NUM|None
Lima|21|5|LOC|None
Tarapoto|23|5|LOC|None
San|25|5|LOC|None
this|29|5|TIME|None
2,000 personal care kits|7 8 9 10|6|NUM|None
500 bed sheets|12 13 14|6|NUM|None
94 mattresses|17 18|6|NUM|None
"
2019 Peru earthquake,5/26/2019,,Peru | 8.0 M Earthquake of 26 May 2019 - Emergency Response Coordination Centre (ERCC) – DG ECHO Daily Map | 27/05/2019 - Peru,"A severe earthquake of Mw 8.0 and depth 109 km occurred in Loreto Department ( northern Peru ) on 26 April at 07.41 UTC ( 02.41 local time ) . 
Up to 159,000 people were exposed to severe shaking , and it was classified as a red alert on the Global Disaster Alerting Coordination System ( GDACS ) . 
• A State of Emergency has been declared for several districts in the Provinces of Alto Amazonas and Datem del Marañón ( Loreto Department ) , Cajabamba and San Marcos ( Cajamarca Department ) . • 
The event occurred in the proximity of a previous event on 2005 , with Magnitude 7.5 and depth of 115 km , that caused five fatalities . 
• Search and rescue operations are ongoing and assessments are still preliminary . ","Mw 8.0|4 5|0|NUM|mag
depth 109 km|7 8 9|0|NUM|None
Peru|16|0|LOC|loc
26|19|0|TIME|None
07.41|22|0|TIME|None
02.41 local time|25 26 27|0|NUM|None
Up to 159,000 people|0 1 2 3|1|NUM|None
Alto|15|2|LOC|None
Cajabamba|26|2|LOC|None
San|28|2|LOC|None
2005|11|3|TIME|None
Magnitude 7.5|14 15|3|NUM|None
115 km|19 20|3|NUM|None
five fatalities|24 25|3|NUM|None
"
2014 Kangding earthquake,11/22/2014,11/22/2014,China: Strong Earthquake Hits Sichuan Mountain Village Kangding Killing One,"A strong earthquake has struck a rural mountain village in Sichuan , western China , killing a 70 - year - old woman . 
The quake also caused minor damages to buildings including cracks and toppled walls and reached a magnitude of 5.8 on the Richter scale – capable of causing major damage under certain conditions . 
Tremors regularly hit western China but the Sichuan province is on high alert to quakes after a magnitude 7.9 earthquake in May 2008 left nearly 90,000 people dead and almost 5 million homeless . 
Saturday 's quake struck the town of Kangding at 4.55 pm local time ( 8.55 am GMT ) . 
Kangding is 2,000 km ( 1,250 miles ) southwest of Beijing . CCTV video showed Kangding residents strolling the town 's streets , looking up at the steep surrounding hillsides and talking on their cellphones . 
A duty officer at the Kangding county government , who gave his surname as Xia to Associated Press , said the quake lasted only a few seconds , and that there had been no aftershocks but that an elderly woman has died after being struck by a falling windowpane . 
The area is frequently struck by quakes , and Xia said strict construction standards require buildings to be able to withstand those of up to 8 in magnitude . ","Sichuan|10;7|0;2|LOC|None
China|13;4|0;2|LOC|None
70 - year -|17 18 19 20|0|TIME|None
5.8|18|1|NUM|mag
magnitude 7.9|17 18|2|MAG|None
May|21|2|TIME|None
nearly 90,000 people|24 25 26|2|NUM|None
almost 5 million homeless|29 30 31 32|2|NUM|None
Saturday|0|3|TIME|None
Kangding|7;0;15;5|3;4;4;5|LOC|loc
4.55|9|3|TIME|None
8.55 am|14 15|3|TIME|None
2,000 km ( 1,250 miles )|2 3 4 5 6 7|4|NUM|None
Beijing|10|4|LOC|None
only a few|23 24 25|5|TIME|None
8|25|6|NUM|None
"
2014 Kangding earthquake,11/22/2014,,Tibetan Aid Groups Move to Help Quake Victims in Dartsedo,"Aid groups have moved in to provide assistance to thousands affected by a deadly 5.9 - magnitude earthquake in a Tibetan populated area in southwestern China ’s Sichuan province , an official from one of the organizations said . The quake left at least two people dead and injured 54 others , according to reports . “ The human toll in this earthquake was not that severe , but the damage to private houses , school buildings and monasteries is extensive and shockingly intense , ” Tulko Gyatso Rinpoche of the local Compassion Aid Foundation told RFA ’s Tibetan Service . 
“ Many buildings collapsed and some suffered cracks . ” He said the foundation sent a truckload of 100 tents , shoes and food to the affected areas . “ We will continue helping the victims , ” he said . The epicenter of the quake , which struck on Nov. 22 and lasted about eight seconds , was Lhagang town in Dartsedo ( in Chinese , Kangding ) county in the Kardze ( Ganzi ) Tibetan Autonomous Prefecture , a Tibetan source said . “ The Dzogchen school located in the area suffered major damage , ” the source said . Dartsedo is the seat of Ganzi prefecture and about 330 miles ( 531 kilometers ) from the Sichuan provincial capital Chengdu . Lhagang town is about 30 kilometers ( 20 miles ) from Dartsedo , which is part of Kham , one of the three historical regions of Tibet and is divided today between western Sichuan and the eastern part of what is now the Tibet Autonomous Region . Damage The earthquake struck in Dartsedo county of Kardze prefecture in Sichuan province . 
RFA Nearly 80,000 people of a local population of about 100,000 were affected by the earthquake , which damaged 25,000 houses and forced 6,200 to evacuate , according to China ’s official Xinhua News Agency . 
Chinese state media said the quake struck Dartsedo at 4:55 p.m. and had a magnitude of 6.3 on the Richter scale , according to China ’s seismological agency , although the U.S. Geological Survey put the magnitude at 5.9 . 
Among the 54 injured , six were in critical condition and another five had sustained serious injuries , according to Xinhua . 
The remaining 43 had minor injuries , including 19 primary school students who were hurt in a stampede . 
China ’s Ministry of Civil Affairs has provided 1,000 tents , 2,000 quilts and 2,000 cotton - padded coats to survivors as well as dispersed 50 million yuan ( U.S. $ 8.14 million ) to disaster relief efforts , the Xinhua report said . ","thousands|9|0|NUM|None
5.9 - magnitude|14 15 16|0|MAG|mag
China|25;29;24;0|0;2;3;6|LOC|None
Sichuan|27;119;157;182|0;1;1;1|LOC|None
one|33;143|0;1|NUM|None
at least two people|42 43 44 45|0|NUM|death
54 others|49 50|0|NUM|injure
100 tents|18 19|1|NUM|None
Nov.|50|1|TIME|None
about eight|54 55|1|TIME|None
Lhagang|59;124|1;1|LOC|None
Dartsedo|62;102;135;176;7|1;1;1;1;3|LOC|None
Kangding )|67 68|1|LOC|None
the Kardze ( Ganzi ) Tibetan Autonomous|71 72 73 74 75 76 77|1|LOC|None
Ganzi|107|1|LOC|None
about 330 miles ( 531 kilometers )|110 111 112 113 114 115 116|1|NUM|None
Chengdu|122|1|LOC|None
about 30 kilometers ( 20 miles )|127 128 129 130 131 132 133|1|NUM|None
Kham|141|1|LOC|None
three historical regions|146 147 148|1|NUM|None
Tibet|150|1|LOC|None
today|154|1|TIME|None
the Tibet Autonomous|166 167 168|1|LOC|None
Kardze|179|1|LOC|None
Nearly 80,000 people|1 2 3|2|NUM|None
about 100,000|9 10|2|NUM|None
25,000 houses|19 20|2|NUM|None
6,200|23|2|NUM|None
4:55|9|3|TIME|None
6.3|16|3|NUM|None
5.9|38|3|NUM|None
54|2|4|NUM|injure
six|5|4|NUM|None
another five|11 12|4|NUM|None
Xinhua|20;40|4;6|LOC|None
43|2|5|NUM|injure
19 primary school students|8 9 10 11|5|NUM|None
1,000 tents|8 9|6|NUM|None
2,000 quilts|11 12|6|NUM|None
2,000|14|6|NUM|None
"
2014 Kangding earthquake,11/22/2014,11/22/2014,Magnitude 6.3 earthquake strikes remote region of Sichuan province,"Quake hits Sichuan province on Saturday afternoon with one casualty reported so far , according to official media ","Sichuan|2|0|LOC|loc
Saturday|5|0|TIME|None
one casualty|8 9|0|NUM|death
"
2016 Ecuador earthquake,4/16/2016,,Ecuador earthquake: Aid agencies step up efforts,"AP Image caption Thousands have been forced to sleep outside since the earthquake Aid agencies are stepping up help following Saturday 's devastating earthquake in Ecuador , amid concerns over the conditions faced by survivors . 
Thousands of people were left homeless , making them vulnerable to dirty drinking water and disease . The World Food Programme and Oxfam are sending supplies , while the UN said it was preparing a "" major airlift "" . 
The 7.8 - magnitude earthquake left at least 480 people dead , more than 4,000 injured and 231 missing . 
The cost of rebuilding is likely to be in the billions of dollars , President Rafael Correa said during a visit to the worst - affected region . 
Six survivors were pulled from the rubble of a hotel near the town of Manta but despite the efforts of emergency teams hope is fading that others will be found . 
The smell of rotting bodies is filling the air in the worst - hit areas , witnesses said . 
From Tuesday , rescue efforts would become more of a hunt for corpses , Ecuador 's Interior Minister Jose Serrano told Reuters . ","Thousands|3;0|0;1|NUM|None
Saturday|20|0|TIME|None
Ecuador|25;14|0;6|LOC|loc
7.8 - magnitude|1 2 3|2|MAG|mag
at least 480 people|6 7 8 9|2|NUM|death
more than 4,000|12 13 14|2|NUM|injure
231|17|2|NUM|None
Six survivors|0 1|4|NUM|None
Manta|14|4|LOC|None
Tuesday|1|6|TIME|None
"
2016 Ecuador earthquake,4/16/2016,4/17/2016,Dozens killed as 7.8-magnitude earthquake hits Ecuador,"Fearful residents stream into streets of the capital Quito while major city of Guayaquil is among places worst hit This article is more than 4 years old This article is more than 4 years old Ecuador ’s Pacific coast has been struck by the country ’s strongest earthquake in decades , a 7.8 - magnitude tremor killing at least 77 people , flattening buildings and damaging roads near the epicentre , as well as in the country ’s largest city of Guayaquil . 
Ecuador : death toll rises after 7.8 - magnitude earthquake - latest developments 
Read more President Rafael Correa declared a national emergency and urged the country ’s 16 million people to stay calm . 
More than 570 people are believed to have been injured in the quake . 
“ Our infinite love to the families of the dead , ” he said on Twitter , as he cut short a trip to Italy to return home . 
The government had recommended residents leave coastal areas after concerns about rising tides following the quake , but fears of hazardous waves have eased and locals were told they could return home . 
Earlier , the Pacific Tsunami Warning Center said tsunami waves of less than 0.3 metres above the tide level were possible along the coasts of Colombia , Costa Rica , Panama and Peru . But by 0256 GMT the centre said the “ tsunami threat from this earthquake has now mostly passed ” . ","Quito|8|0|LOC|None
Guayaquil|13;81|0;0|LOC|None
4 years|24 25|0|TIME|None
more than 4 years|30 31 32 33|0|TIME|None
Ecuador|35;0|0;1|LOC|loc
Pacific|37|0|LOC|None
decades|49|0|TIME|None
7.8 - magnitude|52 53 54;6 7 8|0;1|MAG|mag
at least 77 people|57 58 59 60|0|NUM|death
16 million people|14 15 16|2|NUM|None
More than 570 people|0 1 2 3|3|NUM|injure
Italy|24|4|LOC|None
less than 0.3 metres|11 12 13 14|6|NUM|None
Colombia|25|6|LOC|None
Costa|27|6|LOC|None
Panama|30|6|LOC|None
Peru|32|6|LOC|None
0256|36|6|TIME|None
"
2016 Ecuador earthquake,4/16/2016,4/17/2016,The Rising Death Toll in Ecuador’s Earthquake,"Police officers search through debris after an earthquake struck off Ecuador 's coast on April 17 , 2016 . 
Updated on April 18 at 11 a.m. EST The strongest earthquake to hit Ecuador in decades has killed at least 350 people , injured scores more , and destroyed buildings and roads along the nation ’s northwestern coast . The 7.8 - magnitude quake struck Saturday night off Ecuador ’s Pacific coast , ravaging the fishing ports and beach towns in the area and cutting electric power . 
It was felt across the country , including in the capital , Quito , about 100 miles from the quake ’s epicenter . 
Dozens of aftershocks followed . 
Officials estimated Sunday morning the death toll was about 77 people , but the number jumped to 233 by the afternoon . 
The government said Monday morning 350 people were killed , according to the BBC . 
Emergency workers are scouring debris of flattened buildings in search of survivors who may be trapped . ","Ecuador|10;13;48|0;1;1|LOC|loc
April 17 ,|14 15 16|0|TIME|None
April|2|1|TIME|None
11 a.m.|5 6|1|TIME|None
decades|15|1|TIME|None
at least 350 people|18 19 20 21|1|NUM|death
7.8 - magnitude|40 41 42|1|MAG|mag
Saturday|45|1|TIME|None
Pacific|50|1|LOC|None
Quito|12|2|LOC|None
about 100 miles|14 15 16|2|NUM|None
Dozens|0|3|NUM|None
Sunday|2|4|TIME|None
morning|3|4|TIME|None
about 77 people|8 9 10|4|NUM|None
233|17|4|NUM|None
the|19|4|TIME|None
Monday|3|5|TIME|None
morning 350|4 5|5|NUM|None
"
2016 Ecuador earthquake,4/16/2016,4/20/2016,Ecuador quake: 654 dead; another tremor rattles region,"( CNN ) The death toll from Ecuador 's magnitude - 7.8 earthquake climbed to 654 Saturday evening , according to the country 's Risk Management Office . 
The agency also reported that 58 people remain missing since the April 16 quake and 12,492 are injured . 
It also announced that almost 26,091 people remain in shelters . 
Most of the deaths came from three towns in coastal Ecuador : Manta , Portoviejo and Pedernales , according to statistics provided by the office . 
In an effort to boost reconstruction efforts , Ecuadorian President Rafael Correa announced a series of financial measures , including a tax increase , on prime time television . "" Rebuilding the affected areas will take years and cost millions of dollars , "" he said . 
"" The short term costs are significant . "" 
He announced a raft of short - term and one - time tax measures , including a sales tax increase for one year . ","Ecuador|7;10|0;3|LOC|loc
654|15|0|NUM|death
Saturday|16|0|TIME|None
58 people|5 6|1|NUM|None
April|11|1|TIME|None
12,492|15|1|NUM|injure
almost 26,091 people|4 5 6|2|NUM|None
three towns|6 7|3|NUM|None
Manta|12|3|LOC|None
Portoviejo|14|3|LOC|None
Pedernales|16|3|LOC|None
years|36|4|TIME|None
one - time|9 10 11|6|NUM|None
one|21|6|TIME|None
"
2016 Ecuador earthquake,4/16/2016,4/18/2016,Ecuador Earthquake: State of Emergency Declared After at Least 272 Killed,"Get breaking news alerts and special reports . 
The news and stories that matter , delivered weekday mornings . 
The death toll from a powerful earthquake that shook Ecuador 's northwestern coast soared to 272 on Sunday , and hundreds more pepole were wounded , the office of the nation 's president said . 
Ecuador was in a state of emergency Sunday after the magnitude - 7.8 earthquake flattened buildings and ravaged towns just before 7 p.m. ( 8 p.m. ET ) Saturday . "" Thank you to the whole world for solidarity , "" President Rafael Correa , who cut short a trip to Italy to return home , said on Twitter . 
"" Our infinite love to the families of the dead . "" 
Correa , who toured the coastal city of Manta to get a firsthand look at the damage Sunday , said later : "" The immediate priority is to rescue people in the rubble . 
Everything can be rebuilt , but lives can not be recovered , and that 's what hurts the most . "" ","weekday|8|1|TIME|None
mornings|9|1|TIME|None
Ecuador|9;0|2;3|LOC|loc
272|15|2|NUM|death
Sunday|17;7;17|2;3;5|TIME|None
hundreds more pepole|20 21 22|2|NUM|None
magnitude - 7.8|10 11 12|3|MAG|mag
7|21|3|TIME|None
8 p.m. ET )|24 25 26 27|3|TIME|None
Italy|51|3|LOC|None
Manta|8|5|LOC|None
"
2016 Ecuador earthquake,4/16/2016,4/23/2016,Ecuador earthquake death toll rises to nearly 650,"President Rafael Correa describes ‘ sad days for the homeland ’ in TV broadcast as 130 remain missing after 7.8 magnitude quake This article is more than 4 years old This article is more than 4 years old The death toll from last week ’s earthquake in Ecuador has risen to 646 , the president , Rafael Correa , has said . 
The 7.8 magnitude quake , Ecuador ’s worst in nearly seven decades , injured about 12,500 people and left 130 missing along the country ’s ravaged Pacific coast . 
' This city will never be what it was ' : Ecuadorians count cost after earthquake Read more “ These have been sad days for the homeland , ” said a visibly moved Correa during his regular Saturday TV broadcast . 
“ The country is in crisis . ” There have been several strong tremors and more than 700 aftershocks since the quake , causing panic but little additional damage . 
Tremors are expected to continue for several weeks . 
With nearly 7,000 buildings destroyed , more than 26,000 people are living in shelters . 
About 14,000 security personnel are keeping order in the affected areas , where only sporadic looting has been reported . ","‘ sad|4 5|0|TIME|None
130|15;19|0;1|NUM|None
7.8 magnitude|19 20;1 2|0;1|MAG|mag
4 years|27 28|0|TIME|None
more than 4 years|33 34 35 36|0|TIME|None
last|42|0|TIME|None
Ecuador|47;5|0;1|LOC|loc
646|51|0|NUM|death
nearly seven|9 10|1|TIME|None
about 12,500 people|14 15 16|1|NUM|injure
Pacific|26|1|LOC|None
Saturday|37|2|TIME|None
more than 700 aftershocks|15 16 17 18|3|NUM|None
several|6|4|TIME|None
nearly 7,000 buildings|1 2 3|5|NUM|None
more than 26,000 people|6 7 8 9|5|NUM|None
About 14,000 security personnel|0 1 2 3|6|NUM|None
"
2016 Ecuador earthquake,4/16/2016,4/26/2016,Ecuador will temporarily increase taxes and sell assets to fund reconstruction after earthquake,"A resident gestures next to a collapsed building after an earthquake struck off the Pacific coast , in Portoviejo , Ecuador , April 18 , 2016 . 
REUTERS / Henry Romero PEDERNALES / QUITO , Ecuador ( Reuters ) - Ecuador will temporarily increase some taxes , sell assets , and may issue new bonds on the international market to fund a multi-billion dollar reconstruction after a devastating 7.8 magnitude quake , a somber President Rafael Correa said on Wednesday . 
The death toll from Ecuador 's weekend earthquake neared 600 and rescue missions ebbed as the traumatized Andean nation braced itself for long and costly rebuilding . "" It 's hard to imagine the magnitude of the tragedy . 
Every time we visit a place , there are more problems , "" Correa said , fresh from touring the disaster zone . 
The leftist leader estimated the disaster had inflicted $ 2 billion to $ 3 billion of damage . 
Lower oil revenue had already left the poor nation of 16 million people facing near - zero growth and lower investment . 
In addition to $ 600 million in credit from multilateral lenders , Correa , an economist , announced a raft of measures to help repair homes , roads , and bridges along the devastated Pacific Coast . "" We 're looking at the possibility of issuing bonds on the international market , "" he said on Wednesday afternoon , without providing details . ","Pacific|14;34|0;6|LOC|None
Portoviejo|18|0|LOC|None
Ecuador|20;8;13;4|0;1;1;2|LOC|loc
April 18 ,|22 23 24|0|TIME|None
QUITO|6|1|LOC|None
7.8 magnitude|41 42|1|MAG|mag
Wednesday|52;56|1;6|TIME|None
weekend|6|2|TIME|None
near 600|8 9|2|NUM|death
16 million people|10 11 12|5|NUM|None
zero|16|5|NUM|None
afternoon|57|6|TIME|None
"
2016 Ecuador earthquake,4/16/2016,4/24/2016,Aftershocks Rattle Ecuador's Economy After Devastating Earthquake Kills 654,"Ecuador is still reeling from the devastating 7.8 magnitude earthquake that struck last week , killing 654 people , injuring 16,600 , and leaving 25,000 homeless . 
Additionally , 130 people are still missing . 
It was the worst quake to hit the Central American nation in over 30 years . "" The country is in crisis , "" Ecuadorian President Rafael Correa said on Saturday , as he announced eight days of national mourning for the quake 's victims . 
In the 36 hours following the first quake , there were over 200 aftershocks , some of which reached a magnitude of 6.1 . 
Tremors and aftershocks are expected to continue for several more weeks . 
In the 36 hours after the earthquake , there were more than 200 aftershocks , some of them reaching a magnitude of 6.1 . Eighty percent of Pedernales , the coastal epicenter of the quake , is in ruins , and close to 7,000 buildings across the country have been destroyed . "" The tragedy is so huge that losing your house and everything you own is n't even the worst - case scenario , "" a writer for gkillcity. 
com , an Ecuadorian news site , said . UPDATE : Virtually no homes left in Jama , a small town of 20K inhabitants near the epicenter of the quake . ","Ecuador|0|0|LOC|loc
7.8 magnitude|7 8|0|MAG|mag
last|12|0|TIME|None
654 people|16 17|0|NUM|death
16,600|20|0|NUM|injure
25,000|24|0|NUM|None
130 people|2 3|1|NUM|None
over 30|12 13|2|TIME|None
Saturday|30|2|TIME|None
eight|35|2|TIME|None
the 36|1 2;1 2|3;5|TIME|None
200 aftershocks|12 13|3|NUM|None
6.1|22;22|3;5|NUM|None
several more|8 9|4|TIME|None
more than 200 aftershocks|10 11 12 13|5|NUM|None
Pedernales|27|5|LOC|None
7,000 buildings|43 44|5|NUM|None
Jama|16|6|LOC|None
20K inhabitants|22 23|6|NUM|None
"
2016 Ecuador earthquake,4/16/2016,,Experts Say Japan and Ecuador Earthquakes Probably Unrelated,"A week ago , the Japanese island of Kyushu in the country ’s south was hit by an earthquake that killed at least nine people , injured hundreds of others and caused significant damage . 
Measuring 6.5 on the Richter scale , the quake mainly affected the town of Mashiki on the outskirts of Kumamoto city . 
The real devastation , however , came around 48 hours later , when the same region was struck by a far more powerful , magnitude 7.3 quake . 
At least 33 others were killed in the second quake , which left close to 200,000 displaced and thousands of homes without electricity or running water . 
The same day as the second temblor , around 9,000 miles away on the other side of the Pacific Ocean , Ecuador was hit with an earthquake that far exceeded the destruction seen in Japan . 
Even as the death toll from the 7.8 - magnitude quake rose to almost 600 , the South American nation was rocked by several aftershocks — including one on Wednesday that measured 6.1 . 
Despite the timing of the two disasters and their presence in the earthquake - prone zone known as the Ring of Fire , seismologists say a connection between them is unlikely and not necessarily indicative of a larger trend . ","A week|0 1|0|TIME|None
Kyushu|8|0|LOC|loc
at least nine people|21 22 23 24|0|NUM|death
hundreds|27|0|NUM|injure
6.5|1|1|NUM|mag
Mashiki|14|1|LOC|None
Kumamoto|19|1|LOC|None
around 48 hours|7 8 9|2|TIME|None
magnitude 7.3|24 25|2|MAG|mag
At least 33 others|0 1 2 3|3|NUM|death
close to 200,000|13 14 15|3|NUM|None
thousands|18|3|NUM|None
The same|0 1|4|TIME|None
around 9,000 miles|8 9 10|4|NUM|None
the Pacific|17 18|4|LOC|None
Ecuador|21|4|LOC|loc
Japan|34|4|LOC|None
7.8 - magnitude|7 8 9|5|MAG|None
almost 600|13 14|5|NUM|death
one|27|5|NUM|None
Wednesday|29|5|TIME|None
6.1|32|5|NUM|None
two disasters|5 6|6|NUM|None
"
2016 Ecuador earthquake,4/16/2016,,Ecuadorean City Faces Total Rebuild After Quake: 'It Will Never Be the Same',"Search - and - rescue operations in Pedernales , Ecuador , have shifted into simply search and recovery , three days after a historic 7.8 - magnitude earthquake left the city in ruins . 
Workers are now looking for bodies rather than survivors . 
Much of the population of this coastal city has fled , while heavy machinery has moved in to clear the rubble . 
Those who remain wander the streets with faces covered by white face - masks to protect themselves from the thick dust that hangs in the air . 
The nearly empty streets are permeated by the stench of rotten meat coming from collapsed supermarkets and crushed fridges . 
Along the roads leading north from the city , squatter camps have popped up . 
Families who lost nearly everything gather together under hastily hung tarps with all their remaining belongings piled neatly in one corner and a simple mattress or two providing a place to rest . ","Pedernales|7|0|LOC|None
Ecuador|9|0|LOC|loc
three|19|0|TIME|None
7.8 - magnitude|24 25 26|0|MAG|mag
one corner|19 20|6|NUM|None
mattress or two|24 25 26|6|NUM|None
"
2016 Ecuador earthquake,4/16/2016,,Ecuador earthquake: 'She was a superstar - everyone loved her' - tributes flow for Northern Ireland nun Sister Clare Theresa Crockett,"A bulldozer moves rubble after an earthquake in Portoviejo , Ecuador , Sunday , April 17 , 2016 . 
Rescuers pulled survivors from the rubble Sunday after the strongest earthquake to hit Ecuador in decades flattened buildings and buckled highways along its Pacific coast on Saturday . 
The magnitude - 7.8 quake killed hundreds of people . 
( AP Photo / Carlos Sacoto ) People carry an empty coffin on a pick up truck as they drive to collect the body of an earthquake victim in Pedernales , Ecuador , Sunday , April 17 , 2016 . 
Rescuers pulled survivors from the rubble Sunday after the strongest earthquake to hit Ecuador in decades flattened buildings and buckled highways along its Pacific coast on Saturday . 
The magnitude - 7.8 quake killed hundreds of people . 
( AP Photo / Dolores Ochoa ) A woman rests covered with a blanket under a makeshift tent outside the emergency center in Portoviejo , Ecuador , Sunday , April 17 , 2016 . ","Portoviejo|8;23|0;6|LOC|None
Ecuador|10;13;31;13;25|0;1;3;4;6|LOC|loc
Sunday , April 17 ,|12 13 14 15 16;33 34 35 36 37;27 28 29 30 31|0;3;6|TIME|None
Sunday|6;6|1;4|TIME|None
decades|15;15|1;4|TIME|None
Pacific|23;23|1;4|LOC|None
Saturday|26;26|1;4|TIME|None
magnitude - 7.8|1 2 3;1 2 3|2;5|MAG|mag
hundreds|6;6|2;5|NUM|death
Pedernales|29|3|LOC|None
"
